This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"022020","CONGRESS",-112.8667,34.1667,921,"COOP","8358"
"022099","COPPER MINE",-111.4167,36.6333,1946,"COOP","8360"
"022109","CORDES",-112.1678,34.3053,1149,"COOP","8361"
"022140","CORONADO N M",-110.2542,31.3456,1598,"COOP","8364"
"022159","CORTARO 3 SW",-111.1167,32.3333,692,"COOP","8365"
"022193","TUZIGOOT NAT",-112.0333,34.7500,1031,"COOP","8366"
"022216","COVERED WELL",-112.1500,32.1500,799,"COOP","8368"
"022246","COW SPRINGS",-110.8500,36.4167,1739,"COOP","8369"
"022329","CROWN KING",-112.3453,34.2097,1804,"COOP","8370"
"022430","DATELAND",-113.5333,32.8000,137,"COOP","8371"
"022434","DATELAND WHI",-113.4981,32.9711,158,"COOP","8372"
"022439","DAVIS DAM #",-114.5667,35.2000,201,"COOP","8373"
"022440","DAVIS DAM",-114.5667,35.1833,162,"COOP","8374"
"022462","DEER VALLEY",-112.0833,33.5833,383,"COOP","8375"
"022480","DESTINY RANC",-110.7311,32.2842,829,"COOP","8376"
"022527","DIAMOND M RA",-113.3669,35.2967,1670,"COOP","8378"
"022545","DINNEHOTSO",-109.8500,36.8500,1531,"COOP","8380"
"022648","DOS CABEZAS",-109.6000,32.1667,1556,"COOP","8381"
"022659","DOUGLAS",-109.5394,31.3450,1231,"COOP","8382"
"022669","DOUGLAS SMEL",-109.5833,31.3500,1211,"COOP","8384"
"022705","DRAKE RANGER",-112.3833,34.9667,1418,"COOP","8385"
"022742","DUGAS 2 SE",-111.9500,34.3500,1232,"COOP","8386"
"022754","DUNCAN",-109.1214,32.7481,1157,"COOP","8387"
"022779","EAGLE CREEK",-109.4833,33.4000,1556,"COOP","8388"
"022781","EAGLE CREEK",-109.4833,33.3500,1484,"COOP","8389"
"022782","EAST MESA",-111.6444,33.4192,463,"COOP","8390"
"022787","EHRENBERG",-114.5333,33.6000,98,"COOP","8391"
"022790","EHRENBERG 2",-114.4706,33.6133,142,"COOP","8392"
"022797","ELGIN 5 N",-110.5333,31.7333,1495,"COOP","8393"
"022807","ELOY 4 NE",-111.5186,32.7819,471,"COOP","8395"
"022902","FAIRBANK 1 S",-110.1833,31.7167,1174,"COOP","8396"
"022927","FALCON FIELD",-111.7500,33.4333,403,"COOP","8397"
"023009","FLAGSTAFF 4",-111.7311,35.1611,2172,"COOP","8400"
"023027","FLORENCE",-111.3881,33.0364,462,"COOP","8402"
"023082","FORESTDALE",-110.1000,34.1500,1861,"COOP","8406"
"023110","FORT GRANT",-109.9447,32.6231,1478,"COOP","8408"
"023144","FORT THOMAS",-109.9500,33.0333,817,"COOP","8410"
"023150","FORT THOMAS",-110.0022,33.0194,853,"COOP","8411"
"023185","FOSSIL SPRIN",-111.5667,34.4167,1302,"COOP","8413"
"023190","FOUNTAIN HIL",-111.7131,33.6028,482,"COOP","8414"
"023250","FREDONIA",-112.5261,36.9631,1439,"COOP","8418"
"023258","FRITZ RANCH",-109.1833,33.3333,1318,"COOP","8420"
"023303","GANADO",-109.5661,35.7164,1932,"COOP","8421"
"023393","GILA BEND",-112.7131,32.9481,224,"COOP","8422"
"023448","GISELA",-111.2758,34.1111,884,"COOP","8424"
"023498","GLOBE RANGER",-110.7833,33.3833,1083,"COOP","8426"
"023500","GLOBE 2",-110.7694,33.3994,1143,"COOP","8427"
"023501","GLOBE #3",-110.7933,33.3947,1116,"COOP","8428"
"023505","GLOBE",-110.7711,33.3767,1113,"COOP","8429"
"023586","GRAND CANYON",-112.1333,36.0500,2126,"COOP","8432"
"023596","GRAND CANYON",-112.1503,36.0528,2068,"COOP","8437"
"023621","GRANITE REEF",-111.7000,33.5167,403,"COOP","8438"
"023635","GRANVILLE",-109.3833,33.2000,2074,"COOP","8439"
"023663","GRAY MOUNTAI",-111.4833,35.7333,1498,"COOP","8441"
"023668","GREEN VALLEY",-110.9978,31.8931,884,"COOP","8442"
"023683","GREER",-109.4519,34.0219,2522,"COOP","8443"
"023698","GREYS PEAK M",-109.3833,33.2500,2030,"COOP","8446"
"023702","GRIGGS 3 W",-112.4833,33.5000,354,"COOP","8447"
"023713","GROOM CREEK",-112.4500,34.4833,1861,"COOP","8448"
"023828","HAPPY JACK R",-111.4139,34.7433,2280,"COOP","8452"
"023852","HARQUAHALA P",-113.1667,33.5333,372,"COOP","8453"
"023926","HAWLEY LAKE",-109.7500,33.9833,2493,"COOP","8454"
"023961","HEBER BLACK",-110.5581,34.3925,2009,"COOP","8456"
"024053","HILLSIDE 4 N",-112.8881,34.4700,1012,"COOP","8464"
"024089","HOLBROOK",-110.1544,34.9094,1550,"COOP","8466"
"024182","HORSESHOE DA",-111.7139,33.9825,616,"COOP","8468"
"024317","BITA HOCHEE",-110.0833,35.4167,1800,"COOP","8473"
"024335","INNER CANYON",-112.1000,36.1000,784,"COOP","8476"
"024391","IRVING",-111.6181,34.4025,1157,"COOP","8478"
"024418","JACOB LAKE",-112.2167,36.7333,2386,"COOP","8479"
"024453","JEROME",-112.1114,34.7522,1509,"COOP","8481"
"024508","JUNIPINE",-111.7500,34.9667,1565,"COOP","8482"
"024528","KAIBITO",-111.0833,36.6000,1830,"COOP","8483"
"024534","KARTCHNER CA",-110.3550,31.8350,1430,"COOP","8484"
"024578","KAYENTA",-110.2833,36.7333,1739,"COOP","8486"
"024586","KEAMS CANYON",-110.1917,35.8111,1891,"COOP","8488"
"024590","KEARNY",-110.9078,33.0519,558,"COOP","8489"
"024594","KELVIN",-110.9667,33.1000,564,"COOP","8490"
"024639","KINGMAN",-114.0500,35.1833,1025,"COOP","8491"
"024645","KINGMAN NO 2",-114.0167,35.2000,1079,"COOP","8493"
"024675","KITT PEAK",-111.5972,31.9600,2070,"COOP","8494"
"024686","KLAGETOH 12",-109.7000,35.5500,1981,"COOP","8496"
"024698","KLONDYKE 3 S",-110.3000,32.8000,1101,"COOP","8497"
"024702","KOFA MINE",-113.9653,33.2742,541,"COOP","8498"
"024759","LAKE HAVASU",-114.3667,34.4500,147,"COOP","8499"
"024761","LAKE HAVASU",-114.3600,34.5028,143,"COOP","8501"
"024770","LAKE PLEASAN",-112.2661,33.8383,468,"COOP","8502"
"024779","LAKESIDE RAN",-109.9833,34.1667,2044,"COOP","8503"
"024829","LAVEEN 3 SSE",-112.1472,33.3369,346,"COOP","8504"
"024849","LEES FERRY",-111.6022,36.8644,978,"COOP","8505"
"024872","LEUPP",-110.9667,35.2833,1434,"COOP","8507"
"024977","LITCHFIELD P",-112.3667,33.5000,314,"COOP","8508"
"025129","LUKACHUKAI",-109.2286,36.4175,1987,"COOP","8514"
"025204","MANY FARMS S",-109.6167,36.3667,1620,"COOP","8517"
"025270","MARICOPA 4 N",-112.0303,33.1139,354,"COOP","8518"
"025282","MARINETTE",-112.3000,33.6333,363,"COOP","8520"
"025312","MAVERICK",-109.5500,33.7500,2379,"COOP","8523"
"025412","MC NARY 2 N",-109.8589,34.1142,2237,"COOP","8528"
"025418","MC NEAL",-109.6686,31.6017,1271,"COOP","8529"
"025426","MEADVIEW 1SE",-114.0511,36.0033,975,"COOP","8530"
"025467","MESA",-111.8183,33.4114,384,"COOP","8531"
"025494","METEOR CRATE",-111.0167,35.0333,1584,"COOP","8532"
"025512","MIAMI",-110.8700,33.4044,1085,"COOP","8533"
"025635","MONTEZUMA CA",-111.8381,34.6106,969,"COOP","8539"
"025665","MONUMENT VAL",-110.1111,36.9819,1696,"COOP","8540"
"025700","MORMON FLAT",-111.4425,33.5544,520,"COOP","8541"
"025708","MORMON LAKE",-111.4500,34.9167,2190,"COOP","8542"
"025729","MOUNT FAGAN",-110.7667,31.9333,1147,"COOP","8545"
"025732","MT. LEMMON F",-110.7545,32.4487,2404,"COOP","8547"
"025744","MOUNT TRUMBU",-113.3500,36.4167,1624,"COOP","8552"
"025780","MUND'S PARK",-111.6392,34.9364,1972,"COOP","8557"
"025825","NATURAL BRID",-111.4533,34.3222,1404,"COOP","8558"
"025837","NAVAJO",-109.5333,35.1333,1702,"COOP","8559"
"025908","N LAZY H RAN",-110.6833,32.1167,930,"COOP","8560"
"025921","NOGALES",-110.9167,31.3500,1162,"COOP","8561"
"025924","NOGALES 6 N",-110.9642,31.4447,1085,"COOP","8563"
"026037","OAK CREEK CA",-111.7606,34.9644,1547,"COOP","8565"
"026117","ORACLE STATE",-110.7317,32.6100,1401,"COOP","8567"
"026119","ORACLE 2 SE",-110.7344,32.6025,1375,"COOP","8568"
"026124","ORAIBI",-110.6167,35.8667,1715,"COOP","8569"
"026132","ORGAN PIPE C",-112.8003,31.9556,511,"COOP","8570"
"026180","PAGE",-111.4483,36.9208,1301,"COOP","8572"
"026190","PAINTED DESE",-109.7814,35.0653,1756,"COOP","8574"
"026194","PAINTED ROCK",-113.0317,33.0772,183,"COOP","8575"
"026202","PALISADE RAN",-110.7167,32.4167,2425,"COOP","8576"
"026242","PARADISE",-109.2187,31.9352,1664,"COOP","8578"
"026244","MUMMY MOUNTA",-111.9667,33.5500,433,"COOP","8579"
"026250","PARKER",-114.2897,34.1547,128,"COOP","8581"
"026280","PATAGONIA #2",-110.7500,31.5500,1232,"COOP","8583"
"026315","PAYSON 12 NN",-111.2667,34.4000,1678,"COOP","8585"
"026320","PAYSON RANGE",-111.3333,34.2333,1479,"COOP","8586"
"026321","PAYSON RANGE",-111.3000,34.2500,1525,"COOP","8587"
"026328","PEACH SPRING",-113.4103,35.5436,1515,"COOP","8589"
"026353","PEARCE SUNSI",-109.8378,31.9356,1326,"COOP","8590"
"026424","PERKINSVILLE",-112.2000,34.9000,1177,"COOP","8592"
"026468","PETRIFIED FO",-109.8850,34.7994,1660,"COOP","8594"
"026476","PHOENIX INDI",-112.0667,33.5000,342,"COOP","8597"
"026479","PHOENIX SOUT",-112.0500,33.3333,807,"COOP","8598"
"026506","PICACHO RESE",-111.4667,32.8667,461,"COOP","8601"
"026513","PICACHO 8 SE",-111.4014,32.6467,558,"COOP","8602"
"026538","PIERCE FERRY",-114.0833,35.8833,1308,"COOP","8604"
"026561","PINAL RANCH",-110.9833,33.3500,1379,"COOP","8606"
"026581","PINEDALE",-110.2500,34.3000,1983,"COOP","8608"
"026597","PINETOP",-109.9333,34.1167,2121,"COOP","8609"
"026601","PINETOP 2E",-109.9219,34.1242,2195,"COOP","8610"
"026603","PINNACLE PEA",-111.8606,33.7275,782,"COOP","8611"
"026604","PINON",-110.2333,36.1000,1940,"COOP","8612"
"026616","PIPE SPRINGS",-112.7386,36.8586,1500,"COOP","8614"
"026653","PLEASANT VAL",-110.9442,34.0989,1539,"COOP","8616"
"026716","PORTAL 4 SW",-109.2058,31.8828,1643,"COOP","8619"
"026796","PRESCOTT",-112.4322,34.5706,1586,"COOP","8620"
"026840","PUNKIN CENTE",-111.3064,33.8556,709,"COOP","8622"
"026865","QUARTZSITE",-114.2272,33.6650,267,"COOP","8623"
"027036","REDINGTON",-110.4667,32.3903,896,"COOP","8625"
"027058","RED ROCK 6 S",-111.3333,32.4833,573,"COOP","8626"
"027081","RENO R S",-111.3167,33.8667,738,"COOP","8628"
"027131","RIMROCK",-111.7333,34.6500,1098,"COOP","8629"
"027187","ROBSON RCH",-111.6314,32.8117,456,"COOP","8632"
"027281","ROOSEVELT 1",-111.1508,33.6731,672,"COOP","8635"
"027330","HELMET PEAK",-111.0833,31.9167,1110,"COOP","8640"
"027334","RUCKER CANYO",-109.4131,31.7561,1637,"COOP","8641"
"027370","SACATON",-111.7417,33.0800,392,"COOP","8645"
"027388","SAFFORD",-109.7167,32.8333,885,"COOP","8647"
"027390","SAFFORD AGRI",-109.6808,32.8150,900,"COOP","8648"
"027398","SAGUARO NAT'",-110.7369,32.1797,936,"COOP","8649"
"027403","SAHUARITA 2",-110.9667,31.9667,820,"COOP","8650"
"027435","SAINT JOHNS",-109.4028,34.5172,1765,"COOP","8652"
"027445","SALA RANCH",-109.9833,31.8667,1574,"COOP","8654"
"027453","SALOME 1 ESE",-113.6167,33.7833,580,"COOP","8655"
"027462","SALOME 17 SE",-113.4833,33.6833,487,"COOP","8657"
"027466","SALT RIVER",-110.5000,33.8000,1101,"COOP","8658"
"027475","SAN CARLOS",-110.4500,33.3500,805,"COOP","8659"
"027480","SAN CARLOS R",-110.5261,33.1819,772,"COOP","8661"
"027488","SANDERS",-109.3222,35.2239,1784,"COOP","8662"
"027496","SANDERS 11 E",-109.1667,35.1667,1905,"COOP","8663"
"027530","SAN MANUEL",-110.6339,32.6014,1055,"COOP","8664"
"027555","SAN RAFAEL R",-110.6128,31.3533,1452,"COOP","8665"
"027560","SAN SIMON",-109.2256,32.2714,1100,"COOP","8666"
"027567","SAN SIMON 9",-109.0833,32.1667,1183,"COOP","8669"
"027593","SANTA RITA E",-110.8464,31.7625,1311,"COOP","8671"
"027600","SANTA ROSA S",-112.0500,32.3167,561,"COOP","8672"
"027619","SASABE",-111.5436,31.4831,1094,"COOP","8673"
"027622","SASABE 7 NW",-111.6022,31.6036,1166,"COOP","8674"
"027625","SASABE 6 NNE",-111.5047,31.5717,1065,"COOP","8675"
"027661","SCOTTSDALE",-111.8833,33.4667,366,"COOP","8676"
"027671","SEBA DALKAI",-110.4333,35.5000,1800,"COOP","8677"
"027708","SEDONA",-111.7644,34.8956,1286,"COOP","8678"
"027716","SELIGMAN",-112.8797,35.3322,1600,"COOP","8679"
"027720","SELIGMAN 13",-112.9167,35.1333,1598,"COOP","8681"
"027726","SELLS",-111.8850,31.9142,715,"COOP","8683"
"027837","COLORADO CIT",-112.9833,37.0000,1528,"COOP","8688"
"027849","SHOW LOW",-110.0000,34.2667,1955,"COOP","8689"
"027855","SHOW LOW AIR",-110.0075,34.2639,1954,"COOP","8690"
"027876","SIERRA ANCHA",-110.9714,33.7986,1554,"COOP","8691"
"027880","SIERRA VISTA",-110.2847,31.5553,1402,"COOP","8692"
"027888","SIGNAL 13 SW",-113.8000,34.3667,617,"COOP","8694"
"027915","SILVER BELL",-111.5000,32.3833,835,"COOP","8695"
"027921","SILVER CREEK",-109.9833,34.3500,1876,"COOP","8696"
"027965","SKULL VALLEY",-112.6833,34.5000,1296,"COOP","8697"
"028012","SNOWFLAKE",-110.0839,34.5081,1720,"COOP","8700"
"028018","SNOWFLAKE 15",-110.3333,34.5000,1853,"COOP","8701"
"028112","SOUTH PHOENI",-112.0700,33.3814,352,"COOP","8703"
"028162","SPRINGERVILL",-109.2897,34.1289,2152,"COOP","8704"
"028184","STANTON",-112.7333,34.1667,1061,"COOP","8706"
"028206","STEPHENS RAN",-109.2000,31.4000,1219,"COOP","8707"
"028214","STEWART MOUN",-111.5358,33.5575,433,"COOP","8708"
"028273","SUNFLOWER 3",-111.4856,33.9119,1134,"COOP","8711"
"028326","SUNRISE MOUN",-109.5631,33.9733,2856,"COOP","8713"
"028329","SUNSET CRATE",-111.5436,35.3694,2128,"COOP","8714"
"028343","SUPAI",-112.7000,36.2000,977,"COOP","8715"
"028348","SUPERIOR",-111.0972,33.3003,872,"COOP","8716"
"028349","SUPERIOR 2 E",-111.0672,33.3050,1266,"COOP","8717"
"028356","SUPERSTITION",-111.4333,33.3667,598,"COOP","8719"
"028396","TACNA 3 NE",-113.9192,32.7225,99,"COOP","8721"
"028468","TEEC NOS POS",-109.0900,36.9233,1612,"COOP","8725"
"028489","TEMPE",-111.9333,33.4333,351,"COOP","8727"
"028499","TEMPE ASU",-111.9294,33.4197,364,"COOP","8731"
"028516","TEMPLE BAR",-114.3289,36.0300,390,"COOP","8732"
"028598","TOLLESON 1 E",-112.2433,33.4519,312,"COOP","8737"
"028619","TOMBSTONE",-110.0569,31.7056,1405,"COOP","8738"
"028641","TONOPAH 5N",-112.9400,33.5728,396,"COOP","8740"
"028649","TONTO CREEK",-111.1000,34.3667,1915,"COOP","8741"
"028650","TONTO CREEK",-111.0972,34.3839,1948,"COOP","8742"
"028657","TONTO SPRING",-112.7500,34.6167,1464,"COOP","8744"
"028778","TRUXTON CANY",-113.6594,35.3881,1164,"COOP","8749"
"028792","TUBA CITY",-111.2436,36.1306,1520,"COOP","8750"
"028795","TUCSON 17 NW",-111.1961,32.2542,781,"COOP","8752"
"028796","TUCSON CAMP",-110.9442,32.2817,727,"COOP","8753"
"028800","TUCSON MAGNE",-110.8333,32.2500,792,"COOP","8754"
"028815","TUCSON WFO",-110.9536,32.2292,742,"COOP","8758"
"028817","TUSCON U OF",-111.0053,32.2581,706,"COOP","8759"
"028865","TUMACACORI N",-111.0497,31.5678,996,"COOP","8761"
"028895","TUWEEP",-113.0636,36.2861,1455,"COOP","8763"
"028904","TUZIGOOT",-112.0264,34.7706,1058,"COOP","8764"
"028998","VAIL 7 N",-110.7247,32.1264,908,"COOP","8767"
"029114","WAHWEAP",-111.4914,36.9953,1137,"COOP","8774"
"029156","WALNUT CANYO",-111.5067,35.1706,2038,"COOP","8776"
"029158","WALNUT CREEK",-112.8097,34.9281,1551,"COOP","8777"
"029166","WALNUT GROVE",-112.5619,34.3117,1147,"COOP","8778"
"029211","WELLTON",-114.1333,32.6667,79,"COOP","8779"
"029271","WHITERIVER 1",-109.9833,33.8169,1561,"COOP","8784"
"029287","WICKENBURG",-112.7403,33.9792,668,"COOP","8786"
"029309","WIKIEUP",-113.6136,34.7061,613,"COOP","8787"
"029334","WILLCOX",-109.8497,32.2611,1279,"COOP","8788"
"029359","WILLIAMS",-112.1906,35.2411,2057,"COOP","8790"
"029367","WILLIAMS CRE",-109.8167,34.0500,2123,"COOP","8792"
"029376","WILLOW BEACH",-114.6611,35.8686,226,"COOP","8793"
"029382","WILLOW SPRIN",-110.8667,32.7167,1125,"COOP","8794"
"029410","WINDOW ROCK",-109.1244,35.6169,2109,"COOP","8796"
"029420","WINKELMAN 6",-110.7167,32.9167,634,"COOP","8797"
"029425","WINKLEMAN 12",-110.6000,32.8667,789,"COOP","8798"
"029464","WITTMANN 4SW",-112.5983,33.7478,533,"COOP","8801"
"029542","WUPATKI NM",-111.3703,35.5247,1496,"COOP","8805"
"029562","Y LIGHTNING",-110.2267,31.4517,1399,"COOP","8806"
"029601","YAVA 6 ESE",-112.8000,34.4500,1153,"COOP","8808"
"029622","YOUNG",-110.9333,34.1000,1540,"COOP","8809"
"029634","YOUNGTOWN",-112.3014,33.5950,346,"COOP","8811"
"029645","YUCCA 1 NNE",-114.1344,34.8775,594,"COOP","8812"
"029652","YUMA CITRUS",-114.6350,32.6114,42,"COOP","8814"
"029656","YUMA QUARTER",-114.6217,32.7278,49,"COOP","8818"
"029657","YUMA VALLEY",-114.7167,32.7167,37,"COOP","8819"
"030006","ABBOTT",-94.2025,35.0764,190,"COOP","8823"
"030064","ALICIA 2 NNE",-91.0583,35.9289,77,"COOP","8824"
"030130","ALUM FORK",-92.8417,34.7961,213,"COOP","8826"
"030136","ALY",-93.4667,34.8000,274,"COOP","8827"
"030150","AMITY 1 N",-93.4614,34.2808,140,"COOP","8828"
"030178","ANTOINE",-93.4217,34.0358,87,"COOP","8829"
"030188","APLIN 1 W",-93.0000,34.9667,122,"COOP","8830"
"030220","ARKADELPHIA",-93.0589,34.1433,60,"COOP","8832"
"030234","ARKANSAS CIT",-91.1997,33.6117,44,"COOP","8834"
"030240","ARKANSAS POS",-91.3444,34.0250,59,"COOP","8836"
"030286","ASHDOWN 4 SS",-94.0997,33.6192,98,"COOP","8838"
"030300","ATHENS",-93.9756,34.3219,293,"COOP","8839"
"030326","AUGUSTA 2 NW",-91.3936,35.2956,59,"COOP","8841"
"030350","BALD KNOB",-91.5667,35.3000,70,"COOP","8842"
"030458","BATESVILLE L",-91.7944,35.8306,174,"COOP","8846"
"030460","BATESVILLE L",-91.6389,35.7600,88,"COOP","8847"
"030534","BEECH GROVE",-90.6333,36.1833,92,"COOP","8854"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP","8855"
"030582","BENTON",-92.6006,34.5675,94,"COOP","8856"
"030586","BENTONVILLE",-94.2150,36.3219,372,"COOP","8858"
"030616","BERRYVILLE 5",-93.6256,36.4294,360,"COOP","8860"
"030664","BIG FORK 1 S",-93.9983,34.4619,366,"COOP","8864"
"030724","BISMARCK 2 S",-93.1444,34.2872,152,"COOP","8866"
"030746","BLACK ROCK",-91.1039,36.1067,73,"COOP","8867"
"030764","BLAKELY MOUN",-93.1947,34.5697,130,"COOP","8868"
"030798","BLUE MOUNTAI",-93.6506,35.1161,130,"COOP","8869"
"030800","BLUFF CITY 3",-93.1644,33.6919,110,"COOP","8870"
"030806","BLYTHEVILLE",-89.9044,35.9239,77,"COOP","8871"
"030814","BOGG SPRINGS",-94.4122,34.3267,358,"COOP","8872"
"030820","BONNERDALE 4",-93.4231,34.3667,188,"COOP","8873"
"030830","BOONEVILLE 3",-93.9167,35.1500,156,"COOP","8878"
"030832","BOONEVILLE 3",-93.9089,35.1047,213,"COOP","8879"
"030842","BOTKINBURG 3",-92.4708,35.7200,395,"COOP","8880"
"030848","BOUGHTON",-93.3333,33.8667,76,"COOP","8881"
"030936","BRINKLEY",-91.1878,34.8825,61,"COOP","8886"
"031010","BUFFALO TOWE",-93.5000,35.8667,786,"COOP","8887"
"031052","BURDETTE",-89.9500,35.8167,73,"COOP","8889"
"031102","CABOT 4 SW",-92.0064,34.9817,91,"COOP","8890"
"031132","CALICO ROCK",-92.1636,36.1092,107,"COOP","8892"
"031140","CALION LOCK",-92.4850,33.3047,30,"COOP","8894"
"031152","CAMDEN 1",-92.8236,33.5900,35,"COOP","8895"
"031191","CANE CREEK S",-91.7711,33.9153,79,"COOP","8899"
"031224","CARLISLE 1 S",-91.7500,34.7833,73,"COOP","8901"
"031238","CARPENTER DA",-93.0167,34.4500,125,"COOP","8902"
"031310","CENTER RIDGE",-92.5672,35.3228,195,"COOP","8906"
"031419","CHIMES 12 ES",-92.5614,35.6111,351,"COOP","8910"
"031442","CLARENDON",-91.2983,34.6928,55,"COOP","8912"
"031455","CLARKSVILLE",-93.4500,35.4833,138,"COOP","8914"
"031457","CLARKSVILLE",-93.4036,35.5328,259,"COOP","8916"
"031459","CLARKSVILLE",-93.4425,35.4564,189,"COOP","8917"
"031492","CLINTON",-92.4639,35.5789,165,"COOP","8918"
"031508","COAL HILL",-93.6672,35.4381,155,"COOP","8919"
"031596","CONWAY",-92.4289,35.0842,96,"COOP","8923"
"031632","CORNING",-90.5858,36.4197,85,"COOP","8924"
"031666","COVE",-94.4175,34.4314,323,"COOP","8928"
"031730","CROSSETT 2 S",-91.9492,33.1111,39,"COOP","8930"
"031750","CRYSTAL VALL",-92.4500,34.6886,108,"COOP","8931"
"031768","CUMMINS FARM",-91.5833,34.0667,55,"COOP","8933"
"031814","DAISY",-93.7333,34.2500,181,"COOP","8934"
"031829","DAMASCUS 2 N",-92.3833,35.4047,207,"COOP","8935"
"031834","DANVILLE",-93.3944,35.0386,114,"COOP","8936"
"031838","DARDANELLE",-93.1675,35.2342,113,"COOP","8938"
"031900","DEER",-93.2044,35.8272,724,"COOP","8942"
"031948","DEQUEEN",-94.3481,34.0464,121,"COOP","8944"
"031960","DERMOTT",-91.4333,33.5167,43,"COOP","8949"
"031962","DERMOTT 3 NE",-91.3847,33.5594,44,"COOP","8950"
"031968","DES ARC",-91.4978,34.9772,61,"COOP","8951"
"031982","DEVILS KNOB",-93.4000,35.7167,717,"COOP","8955"
"032015","DIERKS",-94.0172,34.1267,143,"COOP","8956"
"032148","DUMAS",-91.5317,33.8847,50,"COOP","8960"
"032355","EUDORA",-91.1578,33.0686,41,"COOP","8969"
"032356","EUREKA SPRIN",-93.7917,36.4164,433,"COOP","8970"
"032366","EVENING SHAD",-91.6142,36.0811,152,"COOP","8971"
"032444","FAYETTEVILLE",-94.1744,36.1006,387,"COOP","8975"
"032475","FELSENTHAL L",-92.1236,33.0597,18,"COOP","8976"
"032540","FORDYCE",-92.4322,33.8228,70,"COOP","8979"
"032544","FOREMAN",-94.3814,33.7164,122,"COOP","8980"
"032564","FORREST CITY",-90.8000,35.0333,76,"COOP","8983"
"032670","FULTON",-93.8136,33.6128,79,"COOP","8990"
"032700","GAMALIEL",-92.2456,36.4153,227,"COOP","8992"
"032760","GEORGETOWN",-91.4489,35.1278,61,"COOP","8995"
"032794","GILBERT",-92.7147,35.9914,189,"COOP","8996"
"032842","GLENWOOD",-93.5350,34.3289,168,"COOP","8998"
"032922","GRAVELLY 1 E",-93.6761,34.8758,152,"COOP","9001"
"032930","GRAVETTE",-94.4481,36.4261,384,"COOP","9003"
"032946","GREEN FOREST",-93.4278,36.3392,415,"COOP","9005"
"032962","GREENBRIER",-92.3619,35.2353,101,"COOP","9007"
"032976","GREENWOOD",-94.2597,35.2169,158,"COOP","9009"
"032978","GREERS FERRY",-91.9997,35.5206,161,"COOP","9010"
"033074","GURDON",-93.1333,33.9167,67,"COOP","9012"
"033088","HAMBURG",-91.7939,33.2278,55,"COOP","9014"
"033132","HARDY",-91.5056,36.2747,201,"COOP","9017"
"033164","HARRISON",-93.1219,36.2236,345,"COOP","9019"
"033200","HATTIEVILLE",-92.7806,35.2883,110,"COOP","9024"
"033235","HECTOR 2 SSW",-93.0000,35.4333,195,"COOP","9027"
"033242","HELENA",-90.5903,34.5211,59,"COOP","9028"
"033361","HINDSVILLE 1",-93.8214,36.2769,436,"COOP","9034"
"033428","HOPE 3 NE",-93.5561,33.7089,114,"COOP","9035"
"033438","HOPPER 1 E",-93.6694,34.3603,216,"COOP","9036"
"033442","HORATIO",-94.3586,33.9350,103,"COOP","9037"
"033466","HOT SPRINGS",-93.0522,34.5144,207,"COOP","9039"
"033540","HUNTSVILLE",-93.7333,36.0833,442,"COOP","9045"
"033544","HUNTSVILLE 1",-93.7522,36.0700,543,"COOP","9046"
"033556","HUTTIG LOCK",-92.0833,33.0333,18,"COOP","9047"
"033584","INDEX",-94.0500,33.5833,92,"COOP","9050"
"033600","JASPER",-93.1883,36.0006,256,"COOP","9051"
"033704","JESSIEVILLE",-93.0572,34.7011,220,"COOP","9052"
"033734","JONESBORO 2",-90.6881,35.8486,96,"COOP","9053"
"033821","KEISER",-90.0964,35.6872,71,"COOP","9056"
"033831","KELSO 3 NW",-91.3397,33.8178,44,"COOP","9057"
"033862","KEO",-92.0072,34.6053,70,"COOP","9058"
"033909","KINGSTON 2S",-93.5206,36.0086,654,"COOP","9060"
"033998","LAKE CITY",-90.4500,35.8000,70,"COOP","9064"
"034010","LAKE MAUMELL",-92.4889,34.8511,93,"COOP","9066"
"034060","LANGLEY",-93.8153,34.2647,250,"COOP","9069"
"034106","LEAD HILL",-92.9094,36.4211,226,"COOP","9070"
"034116","LEE CREEK GU",-94.3167,35.7000,305,"COOP","9071"
"034134","LEOLA",-92.5947,34.1742,78,"COOP","9072"
"034185","LEWISVILLE",-93.5678,33.3614,104,"COOP","9073"
"034250","LITTLE ROCK",-92.3167,34.7667,156,"COOP","9076"
"034290","LONG POOL",-93.1661,35.5058,184,"COOP","9082"
"034386","LURTON 2 NE",-93.0667,35.8000,610,"COOP","9085"
"034528","MADISON 1 NW",-90.7347,35.0264,91,"COOP","9087"
"034548","MAGNOLIA",-93.2336,33.2506,97,"COOP","9089"
"034562","MALVERN",-92.8283,34.3817,95,"COOP","9091"
"034572","MAMMOTH SPRI",-91.5350,36.4947,153,"COOP","9092"
"034638","MARIANNA 2 S",-90.7661,34.7336,71,"COOP","9093"
"034654","MARKED TREE",-90.4167,35.5333,62,"COOP","9096"
"034666","MARSHALL",-92.6394,35.9156,309,"COOP","9097"
"034708","MCARTHUR",-91.3336,33.6867,44,"COOP","9100"
"034746","MELBOURNE 5W",-91.9822,36.0822,152,"COOP","9103"
"034756","MENA",-94.2494,34.5731,344,"COOP","9104"
